"ISO3_Code","taxon_name","wcvp_accepted_id","status"
"DEU","Luzula luzulina",316452,"non-native"
"DEU","Lycium barbarum",2499019,"non-native"
"DEU","Lycium chinense",2496344,"non-native"
"DEU","Lysichiton americanus",116108,"non-native"
"DEU","Lysimachia minima",2896584,"threatened"
"DEU","Lysimachia punctata",2492220,"non-native"
"DEU","Lythrum hyssopifolia",2354167,"threatened"
"DEU","Malva pusilla",2503981,"threatened"
"DEU","Malva sylvestris",2504118,"non-native"
"DEU","Malva thuringiaca",2504108,"non-native"
"DEU","Malva verticillata",2504078,"non-native"
"DEU","Marrubium peregrinum",120910,"threatened"
"DEU","Marrubium vulgare",120952,"threatened"
"DEU","Marsilea quadrifolia",3145458,"threatened"
"DEU","Matricaria discoidea",2928765,"non-native"
"DEU","Medicago arabica",2368658,"non-native"
"DEU","Medicago minima",2368363,"threatened"
"DEU","Medicago minima",2368363,"non-native"
"DEU","Medicago polymorpha",2369061,"non-native"
"DEU","Medicago sativa",2369031,"non-native"
"DEU","Melica altissima",423398,"non-native"
"DEU","Melica ciliata",423496,"non-native"
"DEU","Melilotus altissimus",2367269,"non-native"
"DEU","Melilotus dentatus",2367298,"threatened"
"DEU","Melilotus indicus",2367245,"non-native"
"DEU","Mentha arvensis",124385,"non-native"
"DEU","Mentha pulegium",125243,"threatened"
"DEU","Mentha spicata",125402,"non-native"
"DEU","Mentha suaveolens",125435,"threatened"
"DEU","Menyanthes trifoliata",2505977,"threatened"
"DEU","Meum athamanticum",2365193,"threatened"
"DEU","Mibora minima",424200,"threatened"
"DEU","Mirabilis nyctaginea",2511506,"non-native"
"DEU","Miscanthus sacchariflorus",424639,"non-native"
"DEU","Miscanthus sinensis",424644,"non-native"
"DEU","Misopates orontium",2506761,"threatened"
"DEU","Mummenhoffia alliacea",3228792,"threatened"
"DEU","Mummenhoffia alliacea",3228792,"non-native"
"DEU","Muscari armeniacum",281679,"non-native"
"DEU","Muscari aucheri",281665,"non-native"
"DEU","Muscari botryoides",281677,"non-native"
"DEU","Mutarda nigra",2359243,"non-native"
"DEU","Mutellina purpurea",2363793,"non-native"
"DEU","Myagrum perfoliatum",2358951,"non-native"
"DEU","Myosotis discolor",2357600,"threatened"
"DEU","Myosotis sparsiflora",2358246,"non-native"
"DEU","Myosotis sylvatica",2358257,"non-native"
"DEU","Myricaria germanica",2508623,"threatened"
"DEU","Myriophyllum aquaticum",2366570,"non-native"
"DEU","Myriophyllum heterophyllum",2366595,"non-native"
"DEU","Myrrhis odorata",2363724,"non-native"
"DEU","Najas minor",308306,"threatened"
"DEU","Narcissus hispanicus",282624,"non-native"
"DEU","Narcissus poeticus",282063,"non-native"
"DEU","Narcissus pseudonarcissus",281926,"threatened"
"DEU","Narcissus pseudonarcissus",281926,"non-native"
"DEU","Neotrinia splendens",534865,"non-native"
"DEU","Nepeta cataria",134509,"threatened"
"DEU","Nepeta grandiflora",134636,"non-native"
"DEU","Nepeta racemosa",134920,"non-native"
"DEU","Neslia paniculata",2381087,"threatened"
"DEU","Nicandra physalodes",2383030,"non-native"
"DEU","Nigella arvensis",2381639,"threatened"
"DEU","Nonea lutea",2380021,"non-native"
"DEU","Nonea rosea",2379991,"non-native"
"DEU","Nonea versicolor",2380070,"non-native"
"DEU","Nuphar pumila",2383377,"threatened"
"DEU","Nymphoides peltata",2384918,"threatened"
"DEU","Nymphoides peltata",2384918,"non-native"
"DEU","Odontarrhena muralis",2392917,"non-native"
"DEU","Odontites luteus",2396902,"threatened"
"DEU","Oenanthe fistulosa",2391314,"threatened"
"DEU","Omphalodes verna",2390279,"non-native"
"DEU","Onobrychis arenaria",2389232,"threatened"
"DEU","Onobrychis viciifolia",2389633,"non-native"
"DEU","Onoclea sensibilis",3150552,"non-native"
"DEU","Onoclea struthiopteris",3176257,"threatened"
"DEU","Onoclea struthiopteris",3176257,"non-native"
"DEU","Ononis arvensis",2389531,"non-native"
"DEU","Ononis natrix",2389313,"threatened"
"DEU","Onopordum acanthium",3043390,"non-native"
"DEU","Oreomecon alpina",3294133,"threatened"
"DEU","Oreomecon alpina",3294133,"non-native"
"DEU","Ornithopus sativus",2388051,"non-native"
"DEU","Orthilia secunda",2387708,"threatened"
"DEU","Osmunda regalis",3144290,"threatened"
"DEU","Oxalis corniculata",2394644,"non-native"
"DEU","Oxalis dillenii",2395168,"non-native"
"DEU","Oxalis latifolia",2394973,"non-native"
"DEU","Oxalis stricta",2394269,"non-native"
"DEU","Oxybasis urbica",2914518,"threatened"
"DEU","Pachysandra terminalis",2868090,"non-native"
"DEU","Papaver cambricum",2560601,"non-native"
"DEU","Papaver orientale",2561370,"non-native"
"DEU","Papaver somniferum",2561497,"non-native"
"DEU","Parapholis strigosa",431058,"threatened"
"DEU","Parentucellia viscosa",2542222,"non-native"
"DEU","Parietaria pensylvanica",2546420,"non-native"
"DEU","Parthenocissus quinquefolia",2548124,"non-native"
"DEU","Parthenocissus tricuspidata",2548140,"non-native"
"DEU","Paulownia tomentosa",2542391,"non-native"
"DEU","Pedicularis sylvatica",2550419,"threatened"
"DEU","Pentaglottis sempervirens",2412586,"non-native"
"DEU","Pentanema ensifolium",3217685,"threatened"
"DEU","Pentanema salicinum",3217697,"threatened"
"DEU","Persicaria nepalensis",2572581,"non-native"
"DEU","Petasites albus",3076649,"non-native"
"DEU","Petrorhagia saxifraga",2409382,"non-native"
"DEU","Petrosedum forsterianum",2411216,"threatened"
"DEU","Petrosedum forsterianum",2411216,"non-native"
"DEU","Peucedanum ostruthium",2403688,"non-native"
"DEU","Peucedanum palustre",2403630,"threatened"
"DEU","Phacelia tanacetifolia",2529862,"non-native"
"DEU","Phalaris arundinacea",433393,"non-native"
"DEU","Phalaris canariensis",433438,"non-native"
"DEU","Phedimus aizoon",2411210,"non-native"
"DEU","Phedimus hybridus",2411242,"non-native"
"DEU","Phedimus spurius",2411231,"non-native"
"DEU","Philadelphus coronarius",2530174,"non-native"
"DEU","Phlox subulata",2566137,"non-native"
"DEU","Physocarpus opulifolius",2952799,"non-native"
"DEU","Phyteuma nigrum",355285,"non-native"
"DEU","Phytolacca acinosa",2562797,"non-native"
"DEU","Phytolacca americana",2562777,"non-native"
"DEU","Picea abies",380406,"non-native"
"DEU","Picea omorika",380733,"non-native"
"DEU","Pimpinella peregrina",2403156,"non-native"
"DEU","Pinus cembra",380472,"threatened"
"DEU","Pinus mugo",380254,"non-native"
"DEU","Pinus nigra",380171,"non-native"
"DEU","Pinus strobus",380022,"non-native"
"DEU","Plantago coronopus",2571444,"non-native"
"DEU","Plantago indica",2557206,"non-native"
"DEU","Plantago maritima",2569772,"threatened"
"DEU","Plantago weldenii",2570693,"non-native"
"DEU","Platycladus orientalis",378336,"non-native"
"DEU","Polemonium caeruleum",2566071,"threatened"
"DEU","Polemonium caeruleum",2566071,"non-native"
"DEU","Polycarpon tetraphyllum",2409666,"non-native"
"DEU","Polycnemum arvense",2409054,"threatened"
"DEU","Polycnemum majus",2409136,"threatened"
"DEU","Polygala serpyllifolia",2573287,"threatened"
"DEU","Polystichum braunii",3150970,"threatened"
"DEU","Polystichum setiferum",3150663,"threatened"
"DEU","Populus alba",2917735,"non-native"
"DEU","Populus balsamifera",2917292,"non-native"
"DEU","Populus deltoides",2917212,"non-native"
"DEU","Populus nigra",2917497,"threatened"
"DEU","Populus tristis",2917437,"non-native"
"DEU","Portulaca grandiflora",2573991,"non-native"
"DEU","Primula auricula",2564954,"threatened"
"DEU","Primula elatior",2564876,"threatened"
"DEU","Primula farinosa",2564807,"threatened"
"DEU","Primula vulgaris",2563766,"threatened"
"DEU","Primula vulgaris",2563766,"non-native"
"DEU","Prunella grandiflora",165955,"threatened"
"DEU","Prunella laciniata",165975,"threatened"
"DEU","Prunella laciniata",165975,"non-native"
"DEU","Prunus armeniaca",2901800,"non-native"
"DEU","Prunus cerasifera",2959102,"non-native"
"DEU","Prunus cerasus",2959193,"non-native"
"DEU","Prunus domestica",2959531,"non-native"
"DEU","Prunus fruticosa",2959793,"threatened"
"DEU","Prunus insititia",2960005,"non-native"
"DEU","Prunus laurocerasus",2960451,"non-native"
"DEU","Prunus mahaleb",2960576,"non-native"
"DEU","Prunus persica",2901279,"non-native"
"DEU","Prunus serotina",2915966,"non-native"
"DEU","Prunus tenella",2962206,"non-native"
"DEU","Prunus virginiana",2962364,"non-native"
"DEU","Psammophiliella muralis",2409806,"threatened"
"DEU","Psephellus dealbatus",3046223,"non-native"
"DEU","Pseudopodospermum hispanicum",3246152,"threatened"
"DEU","Pseudopodospermum hispanicum",3246152,"non-native"
"DEU","Pseudotsuga menziesii",379633,"non-native"
"DEU","Pterocarya fraxinifolia",2529845,"non-native"
"DEU","Puccinellia distans",438643,"non-native"
"DEU","Pulicaria dysenterica",3113594,"threatened"
"DEU","Pulicaria vulgaris",3113723,"threatened"
"DEU","Pulmonaria officinalis",2413004,"non-native"
"DEU","Pulmonaria rubra",2413028,"non-native"
"DEU","Pulmonaria saccharata",2413039,"non-native"
"DEU","Puschkinia scilloides",283895,"non-native"
"DEU","Pyracantha coccinea",2962677,"non-native"
"DEU","Quercus cerris",172055,"non-native"
"DEU","Quercus pubescens",174591,"threatened"
"DEU","Radiola linoides",2869134,"threatened"
"DEU","Rapistrum perenne",2422596,"non-native"
"DEU","Rapistrum rugosum",2422602,"threatened"
"DEU","Rapistrum rugosum",2422602,"non-native"
"DEU","Reseda lutea",2526012,"non-native"
"DEU","Reynoutria japonica",2428745,"non-native"
"DEU","Reynoutria sachalinensis",2425431,"non-native"
"DEU","Rhaponticum repens",3046987,"non-native"
"DEU","Rheum rhabarbarum",2425570,"non-native"
"DEU","Rhinanthus alectorolophus",2527354,"threatened"
"DEU","Rhinanthus alectorolophus",2527354,"non-native"
"DEU","Rhinanthus minor",2900773,"threatened"
"DEU","Rhinanthus rumelicus",2527999,"threatened"
"DEU","Rhinanthus rumelicus",2527999,"non-native"
"DEU","Rhododendron groenlandicum",2419369,"non-native"
"DEU","Rhododendron luteum",2418058,"non-native"
"DEU","Rhododendron tomentosum",2427484,"threatened"
"DEU","Rhus coriaria",2422872,"non-native"
"DEU","Rhus typhina",2423458,"non-native"
"DEU","Ricinus communis",178867,"non-native"
"DEU","Robinia pseudoacacia",2428246,"non-native"
"DEU","Rorippa austriaca",2417262,"non-native"
"DEU","Rorippa pyrenaica",2417150,"threatened"
"DEU","Rorippa pyrenaica",2417150,"non-native"
"DEU","Rosa blanda",2965877,"non-native"
"DEU","Rosa gallica",2969349,"threatened"
"DEU","Rosa glauca",2969620,"threatened"
"DEU","Rosa glauca",2969620,"non-native"
"DEU","Rosa majalis",2971122,"non-native"
"DEU","Rosa micrantha",2971248,"threatened"
"DEU","Rosa multiflora",2971876,"non-native"
"DEU","Rosa rugosa",2902118,"non-native"
"DEU","Rosa spinosissima",2974505,"threatened"
"DEU","Rosa spinosissima",2974505,"non-native"
"DEU","Rosa villosa",2975792,"non-native"
"DEU","Rubia tinctorum",180430,"non-native"
"DEU","Rumex alpinus",2424141,"non-native"
"DEU","Rumex confertus",2424243,"non-native"
"DEU","Rumex longifolius",2424014,"non-native"
"DEU","Rumex patientia",2424661,"non-native"
"DEU","Rumex scutatus",2424805,"non-native"
"DEU","Rumex stenophyllus",2418316,"non-native"
"DEU","Rumex triangulivalvis",2424458,"non-native"
"DEU","Ruppia cirrhosa",286898,"threatened"
"DEU","Sabulina viscosa",2485171,"threatened"
"DEU","Sagina apetala",2485158,"threatened"
"DEU","Sagina nodosa",2485255,"threatened"
"DEU","Sagittaria latifolia",287247,"non-native"
"DEU","Sagittaria sagittifolia",287474,"threatened"
"DEU","Salsola tragus",2484161,"non-native"
"DEU","Salvia aethiopis",181903,"non-native"
"DEU","Salvia glutinosa",182731,"non-native"
"DEU","Salvia nemorosa",183282,"non-native"
"DEU","Salvia pratensis",183565,"threatened"
"DEU","Salvia verbenaca",184123,"non-native"
"DEU","Salvia verticillata",184133,"non-native"
"DEU","Salvia virgata",184143,"non-native"
"DEU","Salvinia natans",3145482,"threatened"
"DEU","Samolus valerandi",2599143,"threatened"
"DEU","Saponaria ocymoides",2484913,"threatened"
"DEU","Saponaria ocymoides",2484913,"non-native"
"DEU","Sarracenia purpurea",2582892,"non-native"
"DEU","Satureja hortensis",185680,"non-native"
"DEU","Satureja montana",185794,"non-native"
"DEU","Saxifraga cymbalaria",2584094,"non-native"
"DEU","Saxifraga granulata",2585145,"threatened"
"DEU","Saxifraga hostii",2583969,"non-native"
"DEU","Saxifraga rosacea",2584998,"threatened"
"DEU","Saxifraga umbrosa",2584546,"non-native"
"DEU","Scandix pecten-veneris",2479025,"threatened"
"DEU","Scandix pecten-veneris",2479025,"non-native"
"DEU","Scandosorbus intermedia",3237455,"non-native"
"DEU","Schlagintweitia huteri",3073916,"non-native"
"DEU","Schlagintweitia intybacea",3074113,"non-native"
"DEU","Schoenoplectiella mucronata",461716,"threatened"
"DEU","Schoenoplectiella supina",262928,"threatened"
"DEU","Schoenoplectus tabernaemontani",263102,"threatened"
"DEU","Schoenoplectus triqueter",263109,"threatened"
"DEU","Scilla amoena",286993,"non-native"
"DEU","Scilla bifolia",288665,"non-native"
"DEU","Scilla forbesii",288658,"non-native"
"DEU","Scilla ingridiae",288663,"non-native"
"DEU","Scilla luciliae",288641,"non-native"
"DEU","Scilla sardensis",288723,"non-native"
"DEU","Scilla siberica",287983,"non-native"
"DEU","Scirpoides holoschoenus",263641,"threatened"
"DEU","Scirpus georgianus",264156,"non-native"
"DEU","Sclerochloa dura",441630,"threatened"
"DEU","Scolochloa festucacea",441710,"threatened"
"DEU","Scrophularia auriculata",2586267,"threatened"
"DEU","Scrophularia canina",2585617,"non-native"
"DEU","Scrophularia vernalis",2586823,"non-native"
"DEU","Scutellaria albida",188862,"non-native"
"DEU","Scutellaria altissima",188884,"non-native"
"DEU","Scutellaria minor",189371,"threatened"
"DEU","Sedum album",2484837,"non-native"
"DEU","Sedum cespitosum",2483202,"non-native"
"DEU","Sedum dasyphyllum",2483011,"threatened"
"DEU","Sedum dasyphyllum",2483011,"non-native"
"DEU","Sedum hispanicum",2483782,"non-native"
"DEU","Selinum carvifolia",2479118,"threatened"
"DEU","Sempervivum arachnoideum",2489296,"threatened"
"DEU","Sempervivum arachnoideum",2489296,"non-native"
"DEU","Sempervivum globiferum",2489520,"non-native"
"DEU","Sempervivum montanum",2490066,"non-native"
"DEU","Sempervivum tectorum",2490030,"non-native"
"DEU","Sesamoides purpurascens",2600075,"non-native"
"DEU","Seseli montanum",2479626,"threatened"
"DEU","Seseli osseum",2479615,"non-native"
"DEU","Sideritis montana",191492,"non-native"
"DEU","Sigesbeckia serrata",3125737,"non-native"
"DEU","Silene chlorantha",2485607,"threatened"
"DEU","Silene conica",2485532,"threatened"
"DEU","Silene conica",2485532,"non-native"
"DEU","Silene coronaria",2488256,"non-native"
"DEU","Silene cretica",2488252,"threatened"
"DEU","Silene dichotoma",2488226,"non-native"
"DEU","Silene flos-cuculi",2485564,"threatened"
"DEU","Silene gallica",2488333,"non-native"
"DEU","Silene noctiflora",2488646,"threatened"
"DEU","Silene pendula",2487258,"non-native"
"DEU","Silene tatarica",2487771,"threatened"
"DEU","Silene tatarica",2487771,"non-native"
"DEU","Silphium perfoliatum",3120798,"non-native"
"DEU","Silybum marianum",2901907,"non-native"
"DEU","Sinapis alba",2476404,"non-native"
"DEU","Sisymbrium altissimum",2476102,"non-native"
"DEU","Sisymbrium irio",2474776,"non-native"
"DEU","Sisymbrium loeselii",2474993,"non-native"
"DEU","Sisymbrium orientale",2474956,"non-native"
"DEU","Sisymbrium strictissimum",2474737,"non-native"
"DEU","Sisymbrium volgense",2474685,"non-native"
"DEU","Sisyrinchium bermudiana",326267,"non-native"
"DEU","Sium latifolium",2473946,"threatened"
"DEU","Smyrnium perfoliatum",2473607,"non-native"
"DEU","Soldanella montana",2600709,"threatened"
"DEU","Soleirolia soleirolii",2596260,"non-native"
"DEU","Solidago canadensis",2911023,"non-native"
"DEU","Solidago gigantea",2911104,"non-native"
"DEU","Sonchus palustris",3062680,"threatened"
"DEU","Sorbaria sorbifolia",2991302,"non-native"
"DEU","Spergula morisonii",2487622,"threatened"
"DEU","Spergula pentandra",2487604,"threatened"
"DEU","Spergula segetalis",2487454,"threatened"
"DEU","Spergula segetalis",2487454,"non-native"
"DEU","Spergularia marina",2487483,"non-native"
"DEU","Spiraea alba",2992604,"non-native"
"DEU","Spiraea chamaedryfolia",2992858,"non-native"
"DEU","Spiraea douglasii",2993010,"non-native"
"DEU","Spiraea japonica",2993233,"non-native"
"DEU","Spiraea salicifolia",2993646,"non-native"
"DEU","Spiraea tomentosa",2993774,"non-native"
"DEU","Sporobolus anglicus",497672,"non-native"
"DEU","Stachys alpina",194763,"non-native"
"DEU","Stachys annua",194778,"threatened"
"DEU","Stachys arvensis",194811,"threatened"
"DEU","Stachys byzantina",194896,"non-native"
"DEU","Stachys recta",195519,"threatened"
"DEU","Staphylea pinnata",2582179,"threatened"
"DEU","Staphylea pinnata",2582179,"non-native"
"DEU","Stellaria longifolia",2481944,"threatened"
"DEU","Stellaria palustris",2482617,"threatened"
"DEU","Stratiotes aloides",308859,"threatened"
"DEU","Stratiotes aloides",308859,"non-native"
"DEU","Styphnolobium japonicum",2598486,"non-native"
"DEU","Succisa pratensis",2593868,"threatened"
"DEU","Succisella inflexa",2593903,"threatened"
"DEU","Symphoricarpos albus",2486129,"non-native"
"DEU","Symphoricarpos orbiculatus",2486027,"non-native"
"DEU","Symphyotrichum expansum",3103872,"non-native"
"DEU","Symphyotrichum laeve",3103421,"non-native"
"DEU","Symphyotrichum lanceolatum",3103441,"non-native"
"DEU","Symphyotrichum novae-angliae",3103552,"non-native"
"DEU","Symphyotrichum novi-belgii",3103597,"non-native"
"DEU","Symphyotrichum subulatum",3103855,"non-native"
"DEU","Symphytum asperum",2475962,"non-native"
"DEU","Symphytum bulbosum",2475951,"non-native"
"DEU","Symphytum grandiflorum",2475615,"non-native"
"DEU","Symphytum tuberosum",2475643,"non-native"
"DEU","Syringa persica",356316,"non-native"
"DEU","Syringa vulgaris",356495,"non-native"
"DEU","Taeniatherum caput-medusae",446237,"non-native"
"DEU","Tanacetum balsamita",3111077,"non-native"
"DEU","Tanacetum macrophyllum",3111705,"non-native"
"DEU","Taxodium distichum",378596,"non-native"
"DEU","Taxus baccata",378626,"threatened"
"DEU","Telekia speciosa",3114557,"non-native"
"DEU","Tellima grandiflora",2520992,"non-native"
"DEU","Teucrium chamaedrys",202772,"non-native"
"DEU","Teucrium scorodonia",203387,"non-native"
"DEU","Thesium linophyllon",2513743,"threatened"
"DEU","Thinopyrum elongatum",446493,"non-native"
"DEU","Thuja plicata",378546,"non-native"
"DEU","Thymelaea passerina",2605712,"threatened"
"DEU","Thymus pannonicus",205212,"non-native"
"DEU","Thymus serpyllum",205442,"threatened"
"DEU","Torilis nodosa",2438324,"non-native"
"DEU","Toxicodendron pubescens",2435031,"non-native"
"DEU","Toxicodendron radicans",2435203,"non-native"
"DEU","Trachystemon orientalis",2437738,"non-native"
"DEU","Tragopogon dubius",3072465,"non-native"
"DEU","Tragopogon porrifolius",3075339,"non-native"
"DEU","Tragus racemosus",446791,"non-native"
"DEU","Trapa natans",2519351,"threatened"
"DEU","Triglochin palustris",308924,"threatened"
"DEU","Trisetum flavescens",447850,"non-native"
"DEU","Trollius europaeus",2514617,"threatened"
"DEU","Tuberaria guttata",2430836,"threatened"
"DEU","Typha laxmannii",271021,"non-native"
"DEU","Typha minima",271039,"threatened"
"DEU","Typha minima",271039,"non-native"
"DEU","Ulex europaeus",2446722,"non-native"
"DEU","Ulmus minor",2448634,"threatened"
"DEU","Urtica pilulifera",2448967,"non-native"
"DEU","Vaccinium macrocarpon",2457729,"non-native"
"DEU","Valeriana dentata",2464386,"threatened"
"DEU","Valeriana eriocarpa",3225767,"threatened"
"DEU","Valeriana eriocarpa",3225767,"non-native"
"DEU","Valeriana excelsa",2464378,"non-native"
"DEU","Valeriana rimosa",3225802,"threatened"
"DEU","Valeriana rubra",2464478,"non-native"
"DEU","Vallisneria spiralis",308987,"non-native"
"DEU","Ventenata dubia",449601,"threatened"
"DEU","Verbascum blattaria",2454378,"threatened"
"DEU","Verbascum blattaria",2454378,"non-native"
"DEU","Verbascum phlomoides",2453401,"non-native"
"DEU","Verbascum phoeniceum",2453567,"threatened"
"DEU","Verbascum pulverulentum",2453499,"threatened"
"DEU","Verbascum speciosum",2453149,"non-native"
"DEU","Verbena bracteata",212129,"non-native"
"DEU","Veronica acinifolia",2453985,"threatened"
"DEU","Veronica acinifolia",2453985,"non-native"
"DEU","Veronica austriaca",2454022,"threatened"
"DEU","Veronica dillenii",2453906,"threatened"
"DEU","Veronica filiformis",2453773,"non-native"
"DEU","Veronica fruticans",2462859,"non-native"
"DEU","Veronica fruticulosa",2462870,"threatened"
"DEU","Veronica fruticulosa",2462870,"non-native"
"DEU","Veronica opaca",2463307,"threatened"
"DEU","Veronica peregrina",2463306,"non-native"
"DEU","Veronica persica",2463021,"non-native"
"DEU","Veronica praecox",2463036,"threatened"
"DEU","Veronica triphyllos",2461907,"threatened"
"DEU","Veronica urticifolia",2461912,"non-native"
"DEU","Veronica verna",2463097,"threatened"
"DEU","Vicia dalmatica",2452124,"non-native"
"DEU","Vicia ervilia",2452274,"threatened"
"DEU","Vicia grandiflora",2452202,"non-native"
"DEU","Vicia johannis",2452958,"non-native"
"DEU","Vicia lathyroides",2452939,"threatened"
"DEU","Vicia lutea",2453042,"non-native"
"DEU","Vicia narbonensis",2453002,"non-native"
"DEU","Vicia pannonica",2452657,"non-native"
"DEU","Vicia sativa",2452750,"non-native"
"DEU","Vicia villosa",2451570,"non-native"
"DEU","Vinca major",213165,"non-native"
"DEU","Viola alba",2463476,"threatened"
"DEU","Viola collina",2463703,"threatened"
"DEU","Viola collina",2463703,"non-native"
"DEU","Viola elatior",2460312,"threatened"
"DEU","Viola odorata",2459312,"non-native"
"DEU","Viola suavis",2461512,"non-native"
"DEU","Viscaria vulgaris",2458298,"threatened"
"DEU","Visnaga daucoides",2457195,"non-native"
"DEU","Vitis vinifera",2457006,"non-native"
"DEU","Xanthium orientale",2916928,"non-native"
"DEU","Xanthium strumarium",2901779,"non-native"
"DNK","Abies alba",381621,"non-native"
"DNK","Abies grandis",381804,"non-native"
"DNK","Abies nordmanniana",381919,"non-native"
"DNK","Acorus calamus",2304,"non-native"
"DNK","Aegopodium podagraria",2623499,"non-native"
"DNK","Aesculus hippocastanum",2624517,"non-native"
"DNK","Aethusa cynapium",2624785,"non-native"
"DNK","Ailanthus altissima",2626815,"non-native"
"DNK","Ajuga pyramidalis",5370,"threatened"
"DNK","Alisma gramineum",294793,"threatened"
"DNK","Alkekengi officinarum",2628564,"non-native"
"DNK","Alopecurus myosuroides",391472,"non-native"
"DNK","Alyssum alyssoides",2631899,"non-native"
"DNK","Amaranthus albus",2632650,"non-native"
"DNK","Amaranthus crispus",2632789,"non-native"
"DNK","Amaranthus retroflexus",2633061,"non-native"
"DNK","Ambrosia artemisiifolia",2922382,"non-native"
"DNK","Ambrosia trifida",3119556,"non-native"
"DNK","Amsinckia lycopsoides",2635037,"non-native"
"DNK","Anchusa arvensis",2636464,"non-native"
"DNK","Anchusa officinalis",2636606,"non-native"
"DNK","Anemonoides apennina",2638854,"non-native"
"DNK","Anethum graveolens",2638934,"non-native"
"DNK","Anthemis arvensis",2906677,"non-native"
"DNK","Anthemis cotula",2906686,"non-native"
"DNK","Anthericum liliago",299496,"threatened"
"DNK","Anthriscus caucalis",2641805,"non-native"
"DNK","Anthriscus cerefolium",2641808,"non-native"
"DNK","Apera spica-venti",394118,"non-native"
"DNK","Arabidopsis suecica",2645259,"non-native"
"DNK","Arctium lappa",2900828,"non-native"
"DNK","Arctium minus",2922436,"non-native"
"DNK","Arctium tomentosum",2922487,"non-native"
"DNK","Arenaria leptoclados",2649652,"non-native"
"DNK","Aria edulis",2942010,"non-native"
"DNK","Aristolochia clematitis",2651289,"non-native"
"DNK","Armoracia rusticana",2652952,"non-native"
"DNK","Arnoseris minima",3074238,"non-native"
"DNK","Artemisia absinthium",2909600,"non-native"
"DNK","Arum maculatum",16240,"non-native"
"DNK","Asarum europaeum",2654312,"non-native"
"DNK","Astrantia major",2663972,"non-native"
"DNK","Atriplex patula",2665629,"non-native"
"DNK","Aucuba japonica",17884,"non-native"
"DNK","Avena fatua",397488,"non-native"
"DNK","Avena strigosa",397998,"non-native"
"DNK","Baldellia ranunculoides",300116,"threatened"
"DNK","Ballota nigra",19633,"non-native"
"DNK","Barbarea intermedia",2669654,"non-native"
"DNK","Barbarea vulgaris",2669712,"non-native"
"DNK","Berberis thunbergii",2674513,"non-native"
"DNK","Berberis vulgaris",2674612,"non-native"
"DNK","Berteroa incana",2675159,"non-native"
"DNK","Bidens radiata",3116956,"threatened"
"DNK","Bistorta officinalis",2676824,"non-native"
"DNK","Blitum bonus-henricus",2677591,"non-native"
"DNK","Borago officinalis",2679695,"non-native"
"DNK","Brassica juncea",2682298,"non-native"
"DNK","Brassica napus",2682380,"non-native"
"DNK","Bryonia alba",2684337,"non-native"
"DNK","Buglossoides arvensis",2685783,"non-native"
"DNK","Bunias orientalis",2686094,"non-native"
"DNK","Bunium bulbocastanum",2686156,"non-native"
"DNK","Bupleurum rotundifolium",2687113,"non-native"
"DNK","Callitriche hermaphroditica",31595,"threatened"
"DNK","Camelina microcarpa",2694391,"non-native"
"DNK","Campanula cervicaria",364236,"threatened"
"DNK","Campanula patula",365444,"non-native"
"DNK","Campanula rapunculoides",365789,"non-native"
"DNK","Campanula rapunculus",365813,"non-native"
"DNK","Capsella bursa-pastoris",2697999,"non-native"
"DNK","Caragana arborescens",2698707,"non-native"
"DNK","Cardamine hirsuta",2699855,"non-native"
"DNK","Carduus acanthoides",3040774,"non-native"
"DNK","Carduus crispus",3040823,"non-native"
"DNK","Carduus nutans",3041051,"non-native"
"DNK","Carex buxbaumii",225215,"threatened"
"DNK","Castanea sativa",35042,"non-native"
"DNK","Centaurea cyanus",2926089,"non-native"
"DNK","Centaurea stoebe",3050723,"non-native"
"DNK","Cerastium arvense",2709949,"non-native"
"DNK","Cerastium brachypetalum",2710087,"threatened"
"DNK","Chaerophyllum aureum",2714179,"non-native"
"DNK","Chamaecyparis lawsoniana",382830,"non-native"
"DNK","Chenopodiastrum hybridum",2913103,"non-native"
"DNK","Chenopodiastrum murale",2913109,"non-native"
"DNK","Chenopodium suecicum",2717848,"non-native"
"DNK","Cicerbita macrophylla",3061473,"non-native"
"DNK","Cichorium intybus",2901597,"non-native"
"DNK","Claytonia perfoliata",2725205,"non-native"
"DNK","Clematis vitalba",2726964,"non-native"
"DNK","Conium maculatum",2734165,"non-native"
"DNK","Convolvulus arvensis",483761,"non-native"
"DNK","Coriandrum sativum",2737546,"non-native"
"DNK","Cotula coronopifolia",3105066,"non-native"
"DNK","Crassula aquatica",2741500,"threatened"
"DNK","Cruciata laevipes",51752,"non-native"
"DNK","Cuscuta campestris",485281,"non-native"
"DNK","Cuscuta epithymum",485525,"non-native"
"DNK","Cymbalaria muralis",2750549,"non-native"
"DNK","Cyperus fuscus",236743,"threatened"
"DNK","Cytisus scoparius",2754907,"non-native"
"DNK","Datura stramonium",2757848,"non-native"
"DNK","Daucus carota",2757936,"non-native"
"DNK","Delphinium consolida",2759622,"non-native"
"DNK","Descurainia sophia",2761851,"non-native"
"DNK","Dianthus armeria",2763820,"threatened"
"DNK","Dianthus barbatus",2763865,"non-native"
"DNK","Digitalis lutea",2768038,"non-native"
"DNK","Digitalis purpurea",2768087,"non-native"
"DNK","Digitaria ischaemum",409080,"non-native"
"DNK","Diplotaxis muralis",2771304,"non-native"
